date,pair,ON,PN,target_weight_on,target_weight_pn,weight_on_before_trade,weight_pn_before_trade,weight_on,weight_pn,on_quantity,pn_quantity,on_average_cost,pn_average_cost,on_value,pn_value,cash,strategy_value,strategy_return,signal,traded,trade_direction,gross_sale_value,gross_buy_value,transaction_cost,realized_pnl,tax_paid,accumulated_loss,on_unrealized_pnl,pn_unrealized_pnl,on_quantity_before_trade,pn_quantity_before_trade,on_average_cost_before_trade,pn_average_cost_before_trade,strategy_cumulative_return,spread,spread_mean,spread_std,z_score,policy_group,policy_explanation,raw_target_weight_on,raw_target_weight_pn,raw_signal,signal_decision_date,signal_execution_lag,benchmark_50_50_value,benchmark_50_50_return,benchmark_50_50_cumulative_return,benchmark_50_50_weight_on,benchmark_50_50_weight_pn,ibovespa_value,ibovespa_return,ibovespa_cumulative_return,company,strategy_minus_50_50,strategy_minus_ibovespa,benchmark_50_50_minus_ibovespa
2020-01-02,TAEE,5.3544230461120605,5.535786151885986,1.0,0.0,0.5,0.5,1.0,0.0,0.1865749101999684,0.0,5.357097580423594,0.0,0.999000999000999,0.0,-5.551115123125783e-17,0.9990009990009989,0.0,hold_previous_allocation,True,sell_pn_buy_on,0.5,0.49900099900099903,0.000999000999000999,-0.0005000000000000004,0.0,0.0,-0.0004990009990011022,0.0,0.09338074255508419,0.09032140806769695,5.3544230461120605,5.535786151885986,-0.0009990009990010762,-0.03331063199627926,0.04029939114896593,0.04811676318411698,-1.5298207583826704,forced_default_rotation,Company was manually included in the final fundamental-weighted portfolio despite not passing the hard statistical universe filters. It therefore receives forced_default_rotation: a separate conservative rule that keeps the ON/PN allocation close to 50/50 and requires stronger spread deviations before trading.,1.0,0.0,hold_previous_allocation,2019-12-30,1,1.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,TAEE,-0.0009990009990010762,-0.0009990009990010762,0.0
2020-01-03,TAEE,5.4497551918029785,5.4720964431762695,1.0,0.0,1.0,0.0,1.0,0.0,0.1865749101999684,0.0,5.357097580423594,0.0,1.0167875855224524,0.0,-5.551115123125783e-17,1.0167875855224524,0.01780437310797489,hold_previous_allocation,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,0.017287585522452225,0.0,0.1865749101999684,0.0,5.357097580423594,0.0,0.01678758552245241,-0.004091116283364116,0.03896147591933888,0.04779765420941762,-0.9007260484808541,forced_default_rotation,Company was manually included in the final fundamental-weighted portfolio despite not passing the hard statistical universe filters. It therefore receives forced_default_rotation: a separate conservative rule that keeps the ON/PN allocation close to 50/50 and requires stronger spread deviations before trading.,1.0,0.0,hold_previous_allocation,2020-01-02,1,1.0031496423839044,0.003149642383904361,0.003149642383904361,0.5073043592425776,0.49269564075742245,0.9926964823357763,-0.007303517664223658,-0.007303517664223658,TAEE,0.013637943138548048,0.024091103186676066,0.010453160048128018
2020-01-06,TAEE,5.476235389709473,5.493325233459473,1.0,0.0,1.0,0.0,1.0,0.0,0.1865749101999684,0.0,5.357097580423594,0.0,1.021728126068934,0.0,-5.551115123125783e-17,1.021728126068934,0.004858970169214771,hold_previous_allocation,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,0.02222812606893376,0.0,0.1865749101999684,0.0,5.357097580423594,0.0,0.02172812606893393,-0.003115869115212888,0.03784403282607091,0.04713546682996396,-0.8689826301931445,forced_default_rotation,Company was manually included in the final fundamental-weighted portfolio despite not passing the hard statistical universe filters. It therefore receives forced_default_rotation: a separate conservative rule that keeps the ON/PN allocation close to 50/50 and requires stronger spread deviations before trading.,1.0,0.0,hold_previous_allocation,2020-01-03,1,1.0075397971573712,0.0043763707706001576,0.007539797157371186,0.507548117245862,0.4924518827541379,0.9857050087288001,-0.007042911636521154,-0.01429499127119993,TAEE,0.014188328911562742,0.03602311734013386,0.021834788428571117
2020-01-07,TAEE,5.423273086547852,5.40840482711792,1.0,0.0,1.0,0.0,1.0,0.0,0.1865749101999684,0.0,5.357097580423594,0.0,1.011846689112571,0.0,-5.551115123125783e-17,1.011846689112571,-0.009671297778971244,hold_previous_allocation,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,0.012346689112570801,0.0,0.1865749101999684,0.0,5.357097580423594,0.0,0.01184668911257103,0.0027453306656175513,0.03664575746514667,0.04622646936859188,-0.7333553105520629,forced_default_rotation,Company was manually included in the final fundamental-weighted portfolio despite not passing the hard statistical universe filters. It therefore receives forced_default_rotation: a separate conservative rule that keeps the ON/PN allocation close to 50/50 and requires stronger spread deviations before trading.,1.0,0.0,hold_previous_allocation,2020-01-06,1,0.9949240072862614,-0.012521381196756165,-0.005075992713738597,0.509013014252385,0.490986985747615,0.9838833461243285,-0.0018480809048752045,-0.016116653875671516,TAEE,0.016922681826309627,0.027963342988242545,0.011040661161932919
2020-01-08,TAEE,5.423273086547852,5.339405059814453,1.0,0.0,1.0,0.0,1.0,0.0,0.1865749101999684,0.0,5.357097580423594,0.0,1.011846689112571,0.0,-5.551115123125783e-17,1.011846689112571,0.0,hold_previous_allocation,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,0.012346689112570801,0.0,0.1865749101999684,0.0,5.357097580423594,0.0,0.01184668911257103,0.015585288944484743,0.0355720451074754,0.045416771954649215,-0.4400743448466213,forced_default_rotation,Company was manually included in the final fundamental-weighted portfolio despite not passing the hard statistical universe filters. It therefore receives forced_default_rotation: a separate conservative rule that keeps the ON/PN allocation close to 50/50 and requires stronger spread deviations before trading.,0.5,0.5,return_to_50_50,2020-01-07,1,0.9886918511470688,-0.006263951913464516,-0.011308148852931188,0.5122215453816964,0.4877784546183036,0.980383392509256,-0.0035572851485486945,-0.01961660749074401,TAEE,0.023154837965502217,0.03146329660331504,0.008308458637812821
2020-01-09,TAEE,5.3544230461120605,5.3447136878967285,0.5,0.5,1.0,0.0,0.5005,0.49950000000000006,0.0932874550999842,0.09327019661191001,5.357097580423594,5.350058401584626,0.4995004995004995,0.4985024965044945,-5.551115123125783e-17,0.9980029960049941,-0.013681611311806896,return_to_50_50,True,sell_on_buy_pn,0.4995004995004995,0.4985024965044945,0.000998002996004994,-0.0007490009990010482,0.0,0.0,-0.0002495004995005511,-0.0004985024965045422,0.1865749101999684,0.0,5.357097580423594,0.0,-0.001997003995005908,0.0018149802403799598,0.03454669121545499,0.04437801672322493,-0.7375658804045904,forced_default_rotation,Company was manually included in the final fundamental-weighted portfolio despite not passing the hard statistical universe filters. It therefore receives forced_default_rotation: a separate conservative rule that keeps the ON/PN allocation close to 50/50 and requires stronger spread deviations before trading.,0.5,0.5,hold_previous_allocation,2020-01-08,1,0.9827420660095258,-0.006017835719633102,-0.01725793399047415,0.5087805002896391,0.49121949971036105,0.9778533055586011,-0.0025807117603035,-0.02214669444139894,TAEE,0.015260929995468242,0.02014969044639303,0.0048887604509247895
2020-01-10,TAEE,5.391496181488037,5.381866931915283,0.5,0.5,0.5004931558835131,0.49950684411648694,0.5004931558835131,0.49950684411648694,0.0932874550999842,0.09327019661191001,5.357097580423594,5.350058401584626,0.5029589579523016,0.5019677868788753,-5.551115123125783e-17,1.004926744831177,0.006937603247584079,hold_previous_allocation,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,0.0032089579523014986,0.002966787877876323,0.0932874550999842,0.09327019661191001,5.357097580423594,5.350058401584626,0.0049267448311769435,0.001787603747428701,0.033502406643489684,0.043574216994667694,-0.7278341432949218,forced_default_rotation,Company was manually included in the final fundamental-weighted portfolio despite not passing the hard statistical universe filters. It therefore receives forced_default_rotation: a separate conservative rule that keeps the ON/PN allocation close to 50/50 and requires stronger spread deviations before trading.,0.5,0.5,hold_previous_allocation,2020-01-09,1,0.9895597162338183,0.006937374983830624,-0.010440283766181668,0.5087736582754074,0.49122634172459256,0.9741087768716319,-0.0038293358172267755,-0.025891223128368113,TAEE,0.015367028597358612,0.030817967959545056,0.015450939362186444
2020-01-13,TAEE,5.4497551918029785,5.387173652648926,0.5,0.5,0.502933673953777,0.49706632604622303,0.502933673953777,0.49706632604622303,0.0932874550999842,0.09327019661191001,5.357097580423594,5.350058401584626,0.5083937927612262,0.5024627457650667,-5.551115123125783e-17,1.0108565385262929,0.005900722341818154,hold_previous_allocation,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,0.008643792761226112,0.0034617467640676654,0.0932874550999842,0.09327019661191001,5.357097580423594,5.350058401584626,0.01085653852629287,0.011549810050254239,0.03258619823005351,0.04300965666465267,-0.48910848891030434,forced_default_rotation,Company was manually included in the final fundamental-weighted portfolio despite not passing the hard statistical universe filters. It therefore receives forced_default_rotation: a separate conservative rule that keeps the ON/PN allocation close to 50/50 and requires stronger spread deviations before trading.,0.5,0.5,return_to_50_50,2020-01-10,1,0.9954792963664365,0.005982034267873804,-0.004520703633563494,0.5112132300606483,0.4887867699393517,0.9894748382852758,0.015774482048085403,-0.010525161714724174,TAEE,0.015377242159856364,0.021381700241017043,0.00600445808116068
2020-01-14,TAEE,5.423273086547852,5.40840482711792,0.5,0.5,0.5007325872487516,0.4992674127512484,0.5007325872487516,0.4992674127512484,0.0932874550999842,0.09327019661191001,5.357097580423594,5.350058401584626,0.5059233445562855,0.5044429815820916,-5.551115123125783e-17,1.010366326138377,-0.0004849475363046807,return_to_50_50,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,0.0061733445562854004,0.005441982581092513,0.0932874550999842,0.09327019661191001,5.357097580423594,5.350058401584626,0.010366326138377069,0.0027453306656175513,0.031691948143448716,0.04225379145388095,-0.6850655641027087,forced_default_rotation,Company was manually included in the final fundamental-weighted portfolio despite not passing the hard statistical universe filters. It therefore receives forced_default_rotation: a separate conservative rule that keeps the ON/PN allocation close to 50/50 and requires stronger spread deviations before trading.,0.5,0.5,hold_previous_allocation,2020-01-13,1,0.9949240072862614,-0.0005578107773832608,-0.005075992713738597,0.509013014252385,0.490986985747615,0.9920639605981126,0.002616663115277973,-0.007936039401887363,TAEE,0.015442318852115666,0.01830236554026443,0.002860046688148765
2020-01-15,TAEE,5.481532096862793,5.445557117462158,0.5,0.5,0.5016923919426218,0.49830760805737817,0.5016923919426218,0.49830760805737817,0.0932874550999842,0.09327019661191001,5.357097580423594,5.350058401584626,0.5113581793652101,0.5079081830070814,-5.551115123125783e-17,1.0192663623722915,0.008808722147273462,hold_previous_allocation,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,0.011608179365210013,0.008907184006082383,0.0932874550999842,0.09327019661191001,5.357097580423594,5.350058401584626,0.019266362372291512,0.006584573196819932,0.03085928872128452,0.041775801729251855,-0.5810712067667436,forced_default_rotation,Company was manually included in the final fundamental-weighted portfolio despite not passing the hard statistical universe filters. It therefore receives forced_default_rotation: a separate conservative rule that keeps the ON/PN allocation close to 50/50 and requires stronger spread deviations before trading.,0.5,0.5,hold_previous_allocation,2020-01-14,1,1.0037199241068264,0.008840792619485116,0.003719924106826422,0.5099724786275108,0.49002752137248917,0.9817918075784539,-0.010354325353645222,-0.018208192421546143,TAEE,0.01554643826546509,0.037474554793837656,0.021928116528372565
